review_id,review_date,product_id,product_name,user_id,channel,rating,review_text
20251110-A-092,2025-11-10,P108,Product 8,U8756,app,3,보통 수준의 제품입니다.
20251112-A-093,2025-11-12,P102,Product 2,U6314,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-A-094,2025-11-09,P109,Product 9,U1992,app,3,가격을 생각하면 적당한 것 같습니다.
20251112-A-095,2025-11-12,P107,Product 7,U5695,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251112-A-001,2025-11-12,P102,Product 2,U4886,app,4,배송도 빠르고 제품도 기대 이상입니다.
20251109-W-002,2025-11-09,P106,Product 6,U6249,web,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-M-003,2025-11-09,P109,Product 9,U2877,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251108-M-004,2025-11-08,P107,Product 7,U7049,mobile,3,보통 수준의 제품입니다.
20251111-W-005,2025-11-11,P105,Product 5,U3089,web,1,가격 대비 별로입니다. 환불하고 싶네요.
20251112-A-006,2025-11-12,P101,Product 1,U9213,app,3,가격을 생각하면 적당한 것 같습니다.
20251112-W-007,2025-11-12,P106,Product 6,U9886,web,2,품질이 생각보다 좋지 않습니다.
20251110-A-008,2025-11-10,P108,Product 8,U2923,app,3,기대했던 것과 비슷합니다.
20251112-M-009,2025-11-12,P104,Product 4,U5195,mobile,1,기대 이하입니다. 실망스러워요.
20251108-A-010,2025-11-08,P108,Product 8,U4055,app,3,특별히 나쁘지도 좋지도 않네요.
20251111-A-011,2025-11-11,P102,Product 2,U6249,app,2,품질이 생각보다 좋지 않습니다.
20251110-M-012,2025-11-10,P105,Product 5,U1598,mobile,5,디자인도 예쁘고 사용하기 편리합니다.
20251114-M-013,2025-11-14,P105,Product 5,U2958,mobile,3,기대했던 것과 비슷합니다.
20251112-M-014,2025-11-12,P105,Product 5,U2472,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251108-A-015,2025-11-08,P106,Product 6,U7538,app,3,무난한 제품입니다. 평범해요.
20251111-A-016,2025-11-11,P105,Product 5,U7615,app,3,기대했던 것과 비슷합니다.
20251112-M-017,2025-11-12,P104,Product 4,U1493,mobile,1,가격 대비 별로입니다. 환불하고 싶네요.
20251111-W-018,2025-11-11,P105,Product 5,U2411,web,1,기대 이하입니다. 실망스러워요.
20251110-M-019,2025-11-10,P108,Product 8,U5600,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251113-W-020,2025-11-13,P109,Product 9,U7922,web,5,디자인도 예쁘고 사용하기 편리합니다.
20251111-M-021,2025-11-11,P108,Product 8,U9107,mobile,3,보통 수준의 제품입니다.
20251111-M-022,2025-11-11,P105,Product 5,U8714,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251110-A-023,2025-11-10,P110,Product 10,U2434,app,2,사진과 실물이 너무 달라요.
20251114-M-024,2025-11-14,P106,Product 6,U9721,mobile,1,가격 대비 별로입니다. 환불하고 싶네요.
20251113-W-025,2025-11-13,P101,Product 1,U9298,web,3,특별히 나쁘지도 좋지도 않네요.
20251113-M-026,2025-11-13,P102,Product 2,U7497,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251109-M-027,2025-11-09,P110,Product 10,U1341,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251111-A-028,2025-11-11,P107,Product 7,U5501,app,3,특별히 나쁘지도 좋지도 않네요.
20251114-M-029,2025-11-14,P103,Product 3,U3020,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251111-W-030,2025-11-11,P107,Product 7,U1931,web,5,재구매 의사 100%입니다. 강력 추천!
20251114-M-031,2025-11-14,P105,Product 5,U6232,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251110-A-032,2025-11-10,P104,Product 4,U5903,app,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251112-W-033,2025-11-12,P107,Product 7,U6409,web,3,특별히 나쁘지도 좋지도 않네요.
20251113-M-034,2025-11-13,P103,Product 3,U5147,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251109-M-035,2025-11-09,P102,Product 2,U7089,mobile,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251111-M-036,2025-11-11,P110,Product 10,U4484,mobile,3,보통 수준의 제품입니다.
20251114-W-037,2025-11-14,P103,Product 3,U3808,web,1,품질이 생각보다 좋지 않습니다.
20251112-M-038,2025-11-12,P107,Product 7,U4798,mobile,1,사진과 실물이 너무 달라요.
20251108-M-039,2025-11-08,P105,Product 5,U8517,mobile,3,가격을 생각하면 적당한 것 같습니다.
20251114-A-040,2025-11-14,P102,Product 2,U7950,app,3,보통 수준의 제품입니다.
20251112-A-041,2025-11-12,P105,Product 5,U3410,app,5,재구매 의사 100%입니다. 강력 추천!
20251111-W-042,2025-11-11,P104,Product 4,U2164,web,3,무난한 제품입니다. 평범해요.
20251110-A-043,2025-11-10,P103,Product 3,U7494,app,3,기대했던 것과 비슷합니다.
20251108-A-044,2025-11-08,P110,Product 10,U5826,app,3,가격을 생각하면 적당한 것 같습니다.
20251113-M-045,2025-11-13,P102,Product 2,U7808,mobile,3,보통 수준의 제품입니다.
20251112-M-046,2025-11-12,P107,Product 7,U4665,mobile,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-A-047,2025-11-09,P106,Product 6,U8093,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-W-048,2025-11-09,P109,Product 9,U7162,web,1,기대 이하입니다. 실망스러워요.
20251108-A-049,2025-11-08,P102,Product 2,U7709,app,3,특별히 나쁘지도 좋지도 않네요.
20251114-A-050,2025-11-14,P109,Product 9,U6142,app,3,가격을 생각하면 적당한 것 같습니다.
20251111-W-051,2025-11-11,P110,Product 10,U3379,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251112-M-052,2025-11-12,P103,Product 3,U4199,mobile,2,사진과 실물이 너무 달라요.
20251112-A-053,2025-11-12,P110,Product 10,U4299,app,1,가격 대비 별로입니다. 환불하고 싶네요.
20251110-A-054,2025-11-10,P105,Product 5,U1128,app,4,디자인도 예쁘고 사용하기 편리합니다.
20251113-M-055,2025-11-13,P110,Product 10,U9438,mobile,3,기대했던 것과 비슷합니다.
20251112-M-056,2025-11-12,P103,Product 3,U5350,mobile,3,보통 수준의 제품입니다.
20251113-M-057,2025-11-13,P110,Product 10,U3400,mobile,1,품질이 생각보다 좋지 않습니다.
20251108-M-058,2025-11-08,P109,Product 9,U6396,mobile,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-M-059,2025-11-09,P102,Product 2,U7855,mobile,2,품질이 생각보다 좋지 않습니다.
20251113-W-060,2025-11-13,P108,Product 8,U5066,web,3,보통 수준의 제품입니다.
20251109-M-061,2025-11-09,P106,Product 6,U1031,mobile,4,재구매 의사 100%입니다. 강력 추천!
20251109-M-062,2025-11-09,P104,Product 4,U4702,mobile,3,보통 수준의 제품입니다.
20251110-M-063,2025-11-10,P105,Product 5,U1944,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251114-A-064,2025-11-14,P104,Product 4,U2408,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251113-W-065,2025-11-13,P105,Product 5,U7756,web,4,재구매 의사 100%입니다. 강력 추천!
20251113-M-066,2025-11-13,P102,Product 2,U2513,mobile,3,무난한 제품입니다. 평범해요.
20251111-W-067,2025-11-11,P110,Product 10,U7817,web,3,가격을 생각하면 적당한 것 같습니다.
20251109-M-068,2025-11-09,P103,Product 3,U2286,mobile,3,가격을 생각하면 적당한 것 같습니다.
20251112-W-069,2025-11-12,P110,Product 10,U7042,web,4,배송도 빠르고 제품도 기대 이상입니다.
20251110-A-070,2025-11-10,P108,Product 8,U4881,app,2,사진과 실물이 너무 달라요.
20251114-W-071,2025-11-14,P107,Product 7,U7737,web,5,디자인도 예쁘고 사용하기 편리합니다.
20251114-W-072,2025-11-14,P109,Product 9,U2161,web,3,가격을 생각하면 적당한 것 같습니다.
20251114-A-073,2025-11-14,P101,Product 1,U7104,app,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251112-M-074,2025-11-12,P108,Product 8,U1264,mobile,3,기대했던 것과 비슷합니다.
20251113-A-075,2025-11-13,P109,Product 9,U4473,app,5,재구매 의사 100%입니다. 강력 추천!
20251110-M-076,2025-11-10,P104,Product 4,U4227,mobile,4,디자인도 예쁘고 사용하기 편리합니다.
20251113-M-077,2025-11-13,P102,Product 2,U9820,mobile,3,보통 수준의 제품입니다.
20251112-W-078,2025-11-12,P107,Product 7,U9299,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251111-A-079,2025-11-11,P107,Product 7,U2004,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251111-A-080,2025-11-11,P106,Product 6,U9863,app,2,기대 이하입니다. 실망스러워요.
20251112-M-081,2025-11-12,P101,Product 1,U4169,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251113-A-082,2025-11-13,P105,Product 5,U1912,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251109-M-083,2025-11-09,P105,Product 5,U4647,mobile,3,무난한 제품입니다. 평범해요.
20251112-W-084,2025-11-12,P107,Product 7,U6153,web,3,무난한 제품입니다. 평범해요.
20251113-M-085,2025-11-13,P102,Product 2,U5579,mobile,2,품질이 생각보다 좋지 않습니다.
20251112-M-086,2025-11-12,P105,Product 5,U3507,mobile,2,품질이 생각보다 좋지 않습니다.
20251110-W-087,2025-11-10,P107,Product 7,U3504,web,3,기대했던 것과 비슷합니다.
20251111-M-088,2025-11-11,P108,Product 8,U8658,mobile,2,기대 이하입니다. 실망스러워요.
